Entity Name,Salience(https://en.wikipedia.org/wiki/Dieting),Kw Count (https://en.wikipedia.org/wiki/Dieting)
BBC Food,9.106945071835072e-05,1
BC,3.574851871235296e-05,1
BD,3.5763387131737545e-05,1
BDA,0.00014428787108,2
BE,0.000118783354992,1
BM,0.000201081522391,1
Bacon L,0.00010930166899900001,1
Bailer,0.00010883330833100001,1
Baldwin,3.5801913327304646e-05,1
Ball,4.070559953106567e-05,1
Bandayrel,3.574851871235296e-05,1
Barbra,8.151801011990756e-05,1
Bariatric surgery,0.0009029050706880001,1
Bariatrics,0.000793111976236,1
Barker,3.5801913327304646e-05,1
Barnard,0.00010855175059900001,1
Barre,9.270313603337856e-05,1
Baskin,8.14036829979159e-05,1
Baur L,4.798263762495481e-05,1
"Baur, Louise",0.000123559380881,1
"Berger, A.A.",5.692929698852823e-05,1
Binge eating disorder,0.0013747186167160001,1
Biographies,0.00018409770564100001,1
Body Shape Index,0.0008994146483010001,1
Body Weight,0.00033285439712900004,1
Body adiposity index,0.001523726154118,1
Body fat percentage,0.000909618742298,1
Body image,0.00020126323215600002,1
Body mass index,0.0015232389559960001,1
Body shape,0.000916340155526,1
Bodybuilding supplements,0.00013680777919900002,1
Bonet,3.5771015973296016e-05,1
Bowling,6.0608126659644774e-05,1
Bozkurt,0.000118783354992,1
Brand-Miller,4.974553667125293e-05,2
Bray GA,0.00010944282985200001,2
Brian,8.142621663864702e-05,1
Brindis,0.000118783354992,1
Brooke A.,0.000154725945321,1
"Brown, Harriet",5.693512503057719e-05,1
Buddhist,5.686292206519284e-05,1
Bulimia,0.0007966815028330001,1
Busse,3.574851871235296e-05,1
C. Ronald Kahn,0.000108686872408,1
CA,0.000118783354992,2
CD005105,5.4239240853348754e-05,2
CEBPGAN,0.00010850962280500001,1
CM,0.00015278175123900002,2
CMAJ.,0.00013519883214,1
CNN.com,3.576528251869604e-05,1
CS1 location test,0.00011990462371600001,1
CS1 maint,0.000520756642799,2
Calcium,9.609821427147837e-05,1
Calorie consumption,0.00042201858013800005,1
Calorie restriction,0.000462229683762,1
Calorie restrictions,0.000149992119986,1
Calories,0.0012851041392410003,2
Cambridge,6.468767242040485e-05,1
Cambridge University Press,0.00014568673213900002,1
Candy,0.00018381791596700002,1
Carbohydrates,0.0011659011943260002,2
Carbon footprint,0.000201254268176,1
Cardiometabolic Health,0.00018734476179800002,1
Cardiovascular Disease,0.00012689940922400002,1
Cardiovascular Risk Factors,9.040306031238289e-05,1
Cardiovascular Risk Reduction,9.050576045410709e-05,1
Carey VJ,0.00012000517745000001,2
Caroline B.,0.00010855175059900001,1
Caroline H.,0.000127427629195,3
Categories,0.00014345109229900002,1
Category,0.00014346887473900001,1
Caterson,5.346602847566829e-05,1
Centre,0.000135480077005,1
Cham,5.692697959602811e-05,1
"Chatman, J",0.000233225815463,2
"Chatman, Jason",8.151801011990756e-05,1
Cheraskin Emmanuel,5.691778278560377e-05,1
Childhood obesity,0.002058583311736,1
Children's Hospital,0.00010850962280500001,1
"Chisholm, Hugh",0.00010864734213100001,1
Chiuve,8.14036829979159e-05,1
Chlorine,9.609666449250655e-05,1
Christian,5.6861867051338784e-05,1
Chromium,9.609511471353473e-05,1
Churuangsuk C,5.337929906090722e-05,1
Circulation,0.001118217769544,3
Circulation.,0.0005015462520530001,2
Circulation: Cardiovascular Quality and Outcomes,5.787675036117435e-05,1
CiteSeerX,0.00024767994182100004,3
Classification,0.0010001257760450001,1
Co-Morbidities,8.146921754814684e-05,1
Cobalt,9.60935649345629e-05,1
Cochrane Collaboration,0.000218733213841,1
Cochrane Database of Systematic Reviews,4.605624053510838e-05,2
Cochrane for Clinicians,0.00010669769835600001,1
"Colagiuri, S.",5.047384911449627e-05,2
Combet E,5.785328175988979e-05,1
Comfort food,0.002014836529269,1
Commons,0.00014973494398800002,1
Commons category link,0.00014968216419200002,1
Community portal,0.00014334805018700002,1
Comparison,0.0011523217472120002,4
Compositions,0.0008201674208970001,2
Comuzzie,0.000118783354992,1
Conn,0.00010874656436400001,1
Constance L Wood,0.000108805084892,1
Contents,0.001571415239594,2
Contributions,0.000170416518812,1
Control of Body Weight,0.000144715464557,1
Cookbook,0.000119924974569,1
Cookie statement,0.00012859419803100001,1
Copper,9.60920224315487e-05,1
Corpulence,0.000174472661456,2
Corpulence index,0.0015218497719610001,1
Cortassa,8.142621663864702e-05,1
Cosimo Classics,0.000135604102979,1
Cotton ball,0.000109524436993,1
Cottrell RC,0.00011880819511100001,1
Council,0.00041165514267000003,2
Council on Clinical Cardiology,0.00012158702884300001,1
Crash dieting,0.009583636652677,2
Crash diets,0.000554054626263,1
Creative Commons Attribution-ShareAlike License,5.197172140469774e-05,1
Criticism,0.000791607773862,1
Cuisine,9.6299423603341e-05,1
Curlie,7.319331052713096e-05,2
Curtis,0.000118783354992,1
Cysteine,9.61490150075406e-05,1
D,0.000135253983899,1
D.J.,3.5801913327304646e-05,1
DA,8.141401485772803e-05,1
DASH,9.61835903581232e-05,1
DH,0.000118783354992,1
Dairy Council,8.476291259285064e-05,1
Dansinger,6.480506272055209e-05,1
Dansk,6.453262903960422e-05,1
DeMets,0.000118783354992,1
December 2014,0.0,1
Detox,0.0013252712960810003,2
Detox diet,0.0008199380827130001,1
Detox diets,0.0008198881987480001,1
Developers,0.000109190361399,1
Diabetes,0.0013757451670240001,1
Diabetes Mellitus,0.000123757577966,1
Diabetes Reports,0.000209228746825,1
Diana,0.000153041648445,2
Dianne,0.00010167842265200001,1
Diet,0.011898884607942,7
Diet food,0.000750866427551,1
Diet reviews,0.000597218167968,1
Dieters,0.000566440925467,1
Dieting,0.004074185853823,2
Dietitian,0.00039569148793800005,1
Diets,0.007571829250078,10
Dinner Ritual,0.000490741047542,3
Disclaimers,0.00010919482156100002,1
Disease,0.00028698280220800003,1
Donato,0.000118783354992,1
Download,9.595511073712261e-05,1
Dried fruit,0.000136827657115,1
E,0.00030238518957,2
E.L.,3.575403752620332e-05,1
EJ,3.574851871235296e-05,1
EM,0.000118783354992,1
Eating Disorders.,9.281499660573901e-05,3
Eating disorder,0.001375395921058,1
Eating disorders,0.001704605208942,2
Eesti,5.6673168728593744e-05,1
Effectiveness,0.0022293789661480003,3
Effects,0.000124470199807,1
"Eisenberg, Marla",0.00014459408703200002,2
Elizabeth C Konz,0.000108805084892,1
Elizabeth J.,0.00017566337191900002,3
Elliott,0.00013548406423000001,1
Elliott E,5.792138472315856e-05,1
Elliott Proctor Joslin,0.00013980026415,2
Emiliàn e rumagnòl,5.6672368373256183e-05,1
Encyclopaedia Britannica,6.459635915234685e-05,1
Encyclopædia Britannica. 7,0.000123704521683,1
Energy homeostasis,0.00020154868252500002,1
English,0.0006235848413780001,2
Entomophagy,9.627930558053778e-05,1
Epidemiology,0.0030072848312540004,3
Equal,9.632742876419799e-05,1
Erika,8.151801011990756e-05,1
Ernst R.,4.069939677719958e-05,1
Español,5.667156801791861e-05,1
Esperanto,5.667077130055987e-05,1
Essential Diabetes Leadership,0.00013567428686600002,2
Evidence,0.00027436073287300005,1
Excerpt,0.00010968225979,1
Exercise,0.0014505404251390001,2
F,6.051774107618258e-05,1
F.,3.5795757867163054e-05,1
FB,0.000118783354992,1
FODMAP,5.682895789504983e-05,1
FW,0.000118783354992,1
Faber & Faber,0.00012363785936,1
Fad Diets: Lifestyle Promises and Health Challenges,0.0013701934367410002,1
Fad diets,0.000395182112697,1
Fantasies,9.634264279156925e-05,1
Fast food,0.002014539437368,1
Fasting,0.0031418281432690006,4
Fat,0.00032231045770400005,3
Fat Mass,0.0011916863732030001,1
Fat acceptance movement,0.000791492406278,1
Fatty liver disease,0.001238741795532,1
February 2003,0.0,1
February 2009,0.0,2
Fielden,3.5801913327304646e-05,1
Filion,3.575403752620332e-05,1
Florida,5.6913228036137305e-05,1
Food addiction,0.000796296750195,1
Food diary,0.0013267846079540002,2
Food faddism,0.00020123642752800002,1
Food portal,0.00014346219541000002,1
Food pyramid,0.000136577393277,1
"Foxcroft, Louise",0.00029280150192700005,2
Français,5.666917422786356e-05,1
Free Press,7.631905464222655e-05,1
French,5.674489875673317e-05,1
Frequency,0.00013779898290500002,1
Fruitarianism,8.082499698502943e-05,1
Fruits & Veggies,8.067736780503765e-05,1
G,4.463420191314072e-05,1
GD,3.574851871235296e-05,1
GERD,0.00046940936590500004,1
GF,0.000118783354992,1
GI,0.000337807898176,1
"Gaesser, Glenn A.",8.148026972776279e-05,1
Gary Taubes,5.6900862546172e-05,1
Gastroenterology,0.000262075162027,1
Gastroenterology.,0.000115917653602,1
Genest,4.071188232046552e-05,1
Genetics,0.0009117761510420001,1
George Cheyne,0.0072348969988520005,3
George Hsu,0.00021106078929700002,2
Gibson S,0.000168906801263,1
Gleason,5.6913228036137305e-05,1
Glutamic acid,0.000128938103443,1
Glutamine,0.00012004327436400001,1
Glycemic Load,9.446017793379725e-05,1
Glycemic index,0.00011554916272800001,1
Glycine,0.00018712984456200002,1
"Good Calories, Bad Calories",0.000152000851812,1
Greek,0.000465060875285,1
Greenwood,0.000123825549962,1
Griffith,5.6913228036137305e-05,1
Groves,0.00010862975614100001,1
Guidelines,0.000286102527752,1
Guidelines.,0.00016887148376500003,1
Guo,8.143679588101804e-05,1
Guth,0.00010887889948200002,1
Guyatt,3.574851871235296e-05,1
H.C.,3.5801913327304646e-05,1
HM,8.14036829979159e-05,1
HS,0.000118783354992,1
Haines,8.143679588101804e-05,1
Halperin,0.000118783354992,1
Handschin,8.15296225482598e-05,1
Harrington M,0.00017745449440500003,1
Harvard School of Public Health,8.02557187853381e-05,2
Health,0.0024135887215370002,3
Health at Every Size,0.0010756393894550001,3
Health effects,0.00012450267968200002,1
Health: With Key,0.00041774465353200006,1
Healthy Weight Loss,0.000316504243528,1
Healthy eating pyramid,0.00013657310046200001,1
Heart Disease Risk,9.529435919830577e-05,1
Heart disease,0.001238249824382,1
Helen Bond,0.00042143603786800004,2
"Hellmich, Nanci",8.139175042742863e-05,1
Help,9.597591269994156e-05,1
High residue diet,0.0008267667144530001,1
Hillel,5.69120966247283e-05,1
Hindu,5.6860815675463534e-05,1
Histidine,0.00014360110799300002,1
History,0.002354749361983,2
Hochman,0.000118783354992,1
Horne,3.5763387131737545e-05,1
Hu,0.000118783354992,1
Hubbard,0.000118783354992,1
Human Nutrition Unit,4.6040335291763774e-05,2
Human body weight,0.0027875844389200002,1
Human nutritions,0.000204498515813,1
Hunger,0.001010477943054,2
Hypertension,0.0009043692261910001,1
Hyperthyroidism,0.000906471977941,1
II,0.000175346358446,1
ISBN,0.000614519871305,7
ISSN,0.000212210346944,2
Ignatius G.E.,3.5743072658078745e-05,1
Imbalance,0.000244072696659,1
Impact,6.88971413183026e-05,1
Implications for Cardiovascular Disease Prevention: A Scientific Statement,9.26874636206776e-05,1
Individuals,0.00020599327399300002,1
Ingram DD,8.145829633576795e-05,1
Intention,0.00023807615798400003,1
Intermittent fasting,0.000763618620112,2
International Journal of Obesity,0.000144712030305,1
Interventions on Cardiovascular Health,9.25406930036843e-05,1
Inuit,5.681602488039062e-05,1
Iodine,9.609047992853449e-05,1
Iron,9.608893742552028e-05,1
Islamic,5.6859764299588285e-05,1
Isoleucine,9.614093141863124e-05,1
J,0.00031776851392300003,3
J Am Diet Assoc.,0.00021801343245800002,1
J Obes.,0.00020914376364000002,1
J.L.,0.00012961012544110417,2
J.M.,0.00016748148482200002,2
JAMA.,0.000146000165841,2
JB,3.5763387131737545e-05,1
JD,0.000118783354992,1
JL,0.000263246300164,3
JP,3.574851871235296e-05,1
JS,0.000118783354992,1
JW,3.574851871235296e-05,1
Jain,5.6858712923713035e-05,1
Jakicic,0.000118783354992,1
James,0.000108805084892,1
Janet A.,0.00011589282075800001,1
Janette Cecile,4.604164132615552e-05,2
Jansen,3.574851871235296e-05,1
January 2006,0.0,1
Jenkins,3.5801913327304646e-05,1
Jennifer Petrelli,0.00010875806765300001,1
Jensen,0.000118783354992,1
Jess,8.143679588101804e-05,1
Jewish,5.685766518581658e-05,1
Jia,8.143679588101804e-05,1
John Rollo,0.002165229292586,3
Johnson,0.000101637080661,1
Johnston,4.463420191314072e-05,1
Jomana,0.00010873517021500001,1
Jordan,0.000118783354992,1
Joseph,3.575403752620332e-05,1
Journal,0.000244690076215,1
Journal of Food Research,0.00019299534324,1
Journal of Nutrition,6.352025229716673e-05,1
Journal of Orthomolecular Medicine,0.000101028323115,1
Junk food,0.000244817638304,1
K.,4.604164132615552e-05,2
K.B.,3.575403752620332e-05,1
KA,0.00015278175123900002,2
"Kanters, S",3.574851871235296e-05,1
Kaprio J,0.00013188665616300002,1
Kathleen Y,0.00013579026563,1
"Kawash, Samira",0.00010858848690900001,1
Kendall Powell,0.000340231286827,2
Khawandanah,0.00010873517021500001,1
Kherouf M,5.337929906090722e-05,1
Korkeila M,0.00012168765533700001,1
Kovacs,0.000118783354992,1
Kris-Etherton,7.467878458555788e-05,1
Kushner,0.000118783354992,1
L.K.,8.144928142428398e-05,1
LC,0.000118783354992,1
LCCN,6.460332951974124e-05,1
LCCN identifiers,0.00010932952136400001,1
LH,0.000118783354992,1
LJ,0.000118783354992,1
Languages,9.594826406100766e-05,1
Latin American Diet Pyramid,0.00024747729185,1
Latviešu,5.666599463438616e-05,1
Laurence D. Chalem,0.00017451273743000002,2
Lay,0.00010870154801500001,1
LeClair,8.141401485772803e-05,1
Lean M,5.337929906090722e-05,1
Lean Young Adults,5.087624958832749e-05,1
"Lean, M",0.000250786513788,2
Leptin,9.629390115151183e-05,1
Letter,0.00022956282191400002,1
Letter on Corpulence,0.0007720097200940001,2
Leucine,9.61393234319985e-05,1
Lew,0.00024770665913800003,3
Lifestyle Modification for Obesity,0.00010882923379500001,1
Liposuction,0.0009893700480460002,1
Lippincott Williams & Wilkins,0.00017593720986000002,1
List,0.0039029025938350005,4
Longitudinal Study,0.00023797624453400002,1
Loria,0.000118783354992,1
Low GI,0.00019953963055700002,1
Low-carbohydrate,0.002580768108599,3
Lulu Hunt Peters,0.0006679705693380001,2
Lux,0.000118783354992,1
Lysine,9.613771544536577e-05,1
M.,3.578768883016892e-05,1
M.J.,3.575403752620332e-05,1
M.L.,5.6913228036137305e-05,1
MG,0.000118783354992,1
MIND,9.618025069357829e-05,1
ML,9.26913635339588e-05,1
MP,0.000137804774567,1
Macmillan,5.690983380191029e-05,1
Macrobiotic,7.618404197273776e-05,1
Magnesium,9.608739492250608e-05,1
Magyar,5.66652015550062e-05,1
Malnutrition,0.000993702327832,1
Management,0.005057680886238001,2
Manganese,9.608585969544949e-05,1
"Mann, T",0.00024770665913800003,3
Many,0.000150312960613,1
March 1981,0.0,1
March 2020,0.0,1
Master Cleanse,9.616864554118366e-05,1
"Matarese, LE",0.00010857166489500001,1
Matters,0.00010938678315100001,1
Matthew Dobson,0.001424558344297,3
May 1997,0.0,1
May 2017,0.0,2
Mayo Clinic,0.00012357033847300002,1
McMillan-Price,3.7392146623460576e-05,1
Meal,0.00016622521798100002,1
Meal Timing,0.000156906200572,1
Meal replacement,9.62278645602055e-05,1
Meals,0.0017079521785480002,2
Meals timing,0.000229415512876,1
Measurements,0.000998339382931,1
Meat analogue,0.00017083004058800002,1
Mechanism,0.0013241650303820003,2
Medicare,0.000386122002964,3
Medicine & Science in Sports & Exercise,0.00015858234837600003,1
Mediterranean,0.00011068658204700001,1
Mediterranean Diet Pyramid,0.00024746955023100003,1
Melanie,8.143679588101804e-05,1
Mentor-Marcel,0.00015492108650500002,1
Meta-analysis,9.854310337686913e-05,1
Metabolic syndrome,0.000911441049538,1
Methionine,0.000128922969452,1
Methods,0.001327052159466,2
Miguel A.,0.00011576231918200001,1
Milk substitute,0.000109582950244,1
Millen,0.00015929357323300002,1
Mills,4.7940739023033536e-05,1
Minerals,9.60997713264078e-05,1
Mitochondrial Ion Channels: Gatekeepers of Life and Death,0.00012161806807800001,1
Molybdenum,9.608431719243528e-05,1
Moran,0.00010883330833100001,1
Morgan,0.000118783354992,1
Mortality,0.00020599327399300002,1
Muhlestein,3.5763387131737545e-05,1
Mussolino,9.275354386772962e-05,1
Mussolino ME.,8.145829633576795e-05,1
MyPlate,5.674312342307531e-05,1
MyPyramid,5.674223575624638e-05,1
N. Engl. J. Med.,0.000109434506157,2
NCEP Step,0.000199659581994,1
NDL,6.460233271354811e-05,1
NDL identifiers,0.00010932787699800001,1
NM,0.000118783354992,1
NPO,5.682395567419008e-05,1
NPR,5.6900862546172e-05,1
NSW,3.5786688385996974e-05,1
Naji,3.574851871235296e-05,1
Namespaces,0.00011986476602000001,1
National Institutes of Health,0.0007985546253620001,1
National Weight Control Registry,0.000148401959449,1
Nature,9.631989814806731e-05,1
Navigation,0.00011984699813100002,1
Navigation menu,0.00011987733159900001,1
Neal D.,0.00012360372056700002,1
Netdoctor,3.576909875846468e-05,1
Neumark-Sztainer,7.470916170859711e-05,1
Never Satisfied: A Cultural History of Diets,8.500429248670117e-05,1
New York,0.00018629412807000001,3
Newman,3.5801913327304646e-05,1
Nickel,9.60827892413363e-05,1
Nonas,0.000118783354992,1
Notes of a Diabetic Case,0.00046480633318400004,1
November 2001,0.0,1
November 2012,0.0,1
Nutr J.,0.00014069220924200002,1
